RCOMMENT,"BlendLine","B1BlendTransportFan","****$NThe reverse command is set above.$N****","OTE(B1BlendTransportFan:O.Reverse)","10"
RCOMMENT,"BlendLine","B1BlendTransportFan","****$NIf the drive is not being told to reverse, it should be told to go forward.$N****","OTE(B1BlendTransportFan:O.Forward)","11"
RCOMMENT,"BlendLine","B1BlendTransportFan","****$NScale the raw signal coming from the drive$Nto engineering units for display on the HMI.$N****","MOV(B1BlendTransportFan.Internal.ActualSpeedScaler.ScaledOutput,B1BlendTransportFan.Status.ActualSpeed)","12"
RCOMMENT,"BlendLine","B1BlendTransportFan","****$NScale the raw signal coming from the drive$Nto engineering units for display on the HMI.$N****","MOV(B1BlendTransportFan.Internal.LoadScaler.ScaledOutput,B1BlendTransportFan.Status.MotorLoad)","13"
RCOMMENT,"BlendLine","B1BlendTransportFan","****$NDrive Running Status$N****","OTE(B1BlendTransportFan.Status.Running)","14"
RCOMMENT,"BlendLine","B1BlendTransportFan","****$NJogging Forward Status$N****","OTE(B1BlendTransportFan.Status.JoggingFwd)","15"
RCOMMENT,"BlendLine","B1BlendTransportFan","****$NJogging Reverse Status$N****","OTE(B1BlendTransportFan.Status.JoggingRev)","16"
RCOMMENT,"BlendLine","B1BlendTransportFan","****$NIf the drive is being told to run but does not after a certain time$Nit has failed to start.$N****","OTL(B1BlendTransportFan.Status.FailedToStart)","17"
RCOMMENT,"BlendLine","B1BlendTransportFan","****$NIf the drive runs when it is not being told to, it has failed to stop.$N****","OTL(B1BlendTransportFan.Status.FailedToStop)","18"
RCOMMENT,"BlendLine","B1BlendTransportFan","****$NDrive Faulted Status$NThe faulted status is in the permissive and will stop the drive.$N****","OTL(B1BlendTransportFan.Status.Faulted)","19"
RCOMMENT,"BlendLine","B1BlendTransportFan","****$NUnlatch the Drive Faulted Status$N****","OTU(B1BlendTransportFan.Status.FailedToStop)","20"
RCOMMENT,"BlendLine","BlendLineMain","****$NUse the main routine to call the other routines in the program.$N****","JSR(B1BlendControl,0)","0"
RCOMMENT,"BlendLine","BlendLineMain","****$NUse the main routine to call the other routines in the program.$N****","JSR(B1BlendBeater,0)","1"
RCOMMENT,"BlendLine","BlendLineMain","****$NUse the main routine to call the other routines in the program.$N****","JSR(B1BlendTransportFan,0)","2"
RCOMMENT,"BlendLine","BlendLineMain","****$NUse the main routine to call the other routines in the program.$N****","JSR(B1BlendConveyor,0)","3"
TYPE,SCOPE,ROUTINE,COMMENT,OWNING_ELEMENT,LOCATION
RCOMMENT,"BO1Program","BO1Breaker","****$NPermissive to Operate$N****","OTE(BO1Breaker.Internal.Permissive)","0"
RCOMMENT,"BO1Program","BO1Breaker","****$NManual Run Control$N****","OTE(BO1Breaker.Internal.IntermediateRunForward)","1"
RCOMMENT,"BO1Program","BO1Breaker","****$NManual Jog Control$N****","OTE(BO1Breaker.Internal.IntermediateJogForward)","2"
RCOMMENT,"BO1Program","BO1Breaker","****$NAutomatic Run Control with Start and Stop Delays.$N****","TOF(BO1Breaker.Internal.AutoOffDelayTimer,?,?)","3"
RCOMMENT,"BO1Program","BO1Breaker","****$NMotor Starter Control$N****","OTE(BO1BreakerCont)","4"
RCOMMENT,"BO1Program","BO1Breaker","****$NRunning Status$N****","OTE(BO1Breaker.Status.RunningForward)","5"
RCOMMENT,"BO1Program","BO1Breaker","****$NIf the motor does not start when commanded, it has failed to run$N****","OTL(BO1Breaker.Status.FailedToStart)","6"
RCOMMENT,"BO1Program","BO1Breaker","****$NIf a motor continues to run when the run command has been removed,$Nit has failed to stop.$N****$N","OTL(BO1Breaker.Status.FailedToStop)","7"
RCOMMENT,"BO1Program","BO1Breaker","****$NGeneral Faulted Status$N****","OTE(BO1Breaker.Status.Faulted)","8"
RCOMMENT,"BO1Program","BO1Breaker","****$NReset Fault Latches$N****","OTU(BO1Breaker.Status.FailedToStop)","9"
RCOMMENT,"BO1Program","BO1Control","****$NPermissive to Operate Manually$N****","OTE(BO1.Internal.Permissive)","0"
RCOMMENT,"BO1Program","BO1Control","****$NEnable the Hopper for Operation$N****","OTU(BO1.Command.Enable)","1"
RCOMMENT,"BO1Program","BO1Control","****$NDisable the Hopper$N****","OTU(BO1.Command.Disable)","2"
RCOMMENT,"BO1Program","BO1Control","****$NDisable the hopper if it is neither enabled or disabled.$N****","OTL(BO1.Status.Disabled)","3"
RCOMMENT,"BO1Program","BO1Control","****$NIf the blend line is not running or the hopper is not enabled, enable manual controls.$N****","OTE(BO1.Internal.EnableManualControls)","4"
RCOMMENT,"BO1Program","BO1Control","****$NCheck the setpoint against limits$N****","SUB(BO1.Command.WeightSetpoint,BO1.Command.AnticipationWeight,BO1.Internal.StopWeight)","5"
RCOMMENT,"BO1Program","BO1Control","****$NScale the analog input to determine weight.$N****","MOV(BO1.Internal.WeightScaler.ScaledOutput,BO1.Status.CurrentWeight)","6"
RCOMMENT,"BO1Program","BO1Control","****$NWhen the blend line is in weigh mode, the lift apron slows when the weight gets$Nabove the slow down ratio.$N****","OTE(BO1.Status.SlowDownActive)","7"
RCOMMENT,"BO1Program","BO1Control","****$NWhen the blend line is in weigh mode the lift apron stops$Nand the door closes when the pan reaches setpoint.$N****","OTL(BO1.Status.WeightSetpointReached)","8"
RCOMMENT,"BO1Program","BO1Control","****$NSet up the values for the upper and lower weights that will cause an alarm$N(OUT OF TOLERANCE VALUES)$N****","SUB(BO1.Command.WeightSetpoint,BO1.Internal.WeightAlarmValue,BO1.Status.AlarmWeightLowerWindow)","9"
RCOMMENT,"BO1Program","BO1Control","****$NWhen the settling timer is done, shift the array numbers down and move the latest$Nweight into array 9.  Array 9 will be the latest value. 8 will be previous then 7, etc.$N****","OTL(BO1.Status.LowWeightAlarm)","10"
RCOMMENT,"BO1Program","BO1Control","****$NReset the setpoint reached bit.$N****","OTU(BO1.Status.WeightSetpointReached)","11"
RCOMMENT,"BO1Program","BO1Control","****$NThe photoeye should control the extended apron.  If the lift apron is running for too long$Nwithout anything blocking the eye, there is a problem.  Perhaps the hopper is empty.$N****","OTE(BO1.Internal.HopperPETooLong)","12"
RCOMMENT,"BO1Program","BO1Control","****$NHopper filling status.$N****","OTE(BO1.Status.Filling)","13"
RCOMMENT,"BO1Program","BO1Control","****$NIf the weight is not reached in a certain amount of time...alarm.$N****","TON(BO1FillTooLongTmr,?,?)","14"
RCOMMENT,"BO1Program","BO1Control","****$NGeneral alarm for HMI display.$N****","OTE(BO1.Status.WeightAlarm)","15"
RCOMMENT,"BO1Program","BO1Control","****$NReset the alarm latches.$N****","OTU(BO1.Status.LowWeightAlarm)","16"
RCOMMENT,"BO1Program","BO1Control","****$NThe RunLiftAprons bit comes from the blend control routine.$NAfter the appropriate drives are running and the call for fiber is on, this$Nbit comes on.  If the hopper is enabled, run the lift apron.$N****","OTE(BO1.Internal.RunLiftApron)","17"
RCOMMENT,"BO1Program","BO1Control","****$NThe restart pushbutton needs to reset the safety zone and the drive before restarting the system.$N****","OTE(BO1RestartSystem)","18"
RCOMMENT,"BO1Program","BO1Damper","****$NPermissive to operate$N****","OTE(BO1Damper.Internal.Permissive)","0"
RCOMMENT,"BO1Program","BO1Damper","****$NSolenoid to Automatic Mode$N****","OTU(BO1Damper.Command.ToAuto)","1"
RCOMMENT,"BO1Program","BO1Damper","****$NSolenoid to Manua Mode$N****","OTU(BO1Damper.Command.ToManual)","2"
RCOMMENT,"BO1Program","BO1Damper","****$NIf the solenoid is not in either mode, put in manual mode.$N****","OTL(BO1Damper.Status.InManual)","3"
RCOMMENT,"BO1Program","BO1Damper","****$NManual Run Control$N****","OTE(BO1Damper.Internal.ManualOpen)","4"
RCOMMENT,"BO1Program","BO1Damper","****$NAutomatic mode controls.$N****","TOF(BO1Damper.Internal.DelayCloseTimer,?,?)","5"
RCOMMENT,"BO1Program","BO1Damper","****$NControl of the solenoid.$N****","OTE(BO1Damper.Internal.IntermediateOpen)","6"
RCOMMENT,"BO1Program","BO1Damper","****$NIf not open command, then close command.$N****","OTE(BO1WeighPanDamperCloseSol)","7"
RCOMMENT,"BO1Program","BO1Damper","****$NOpen Status$N****","OTE(BO1Damper.Status.Open)","8"
RCOMMENT,"BO1Program","BO1Damper","****$NClosed Status$N****","OTE(BO1Damper.Status.Closed)","9"
RCOMMENT,"BO1Program","BO1Doffer","****$NPermissive to Operate$N****","OTE(BO1Doffer.Internal.Permissive)","0"
RCOMMENT,"BO1Program","BO1Doffer","****$NManual Run Control$N****","OTE(BO1Doffer.Internal.IntermediateRunForward)","1"
RCOMMENT,"BO1Program","BO1Doffer","****$NManual Jog Control$N****","OTE(BO1Doffer.Internal.IntermediateJogForward)","2"
RCOMMENT,"BO1Program","BO1Doffer","****$NAutomatic Run Control with Start and Stop Delays.$N****","TOF(BO1Doffer.Internal.AutoOffDelayTimer,?,?)","3"
RCOMMENT,"BO1Program","BO1Doffer","****$NIf the permissive is lost, reset the TOF for immediate stop.$N****","RES(BO1Doffer.Internal.AutoOffDelayTimer)","4"
RCOMMENT,"BO1Program","BO1Doffer","****$NMotor Starter Control$N****","OTE(BO1DofferCont)","5"
RCOMMENT,"BO1Program","BO1Doffer","****$NRunning Status$N****","OTE(BO1Doffer.Status.RunningForward)","6"
RCOMMENT,"BO1Program","BO1Doffer","****$NIf the motor does not start when commanded, it has failed to run$N****","OTL(BO1Doffer.Status.FailedToStart)","7"
RCOMMENT,"BO1Program","BO1Doffer","****$NIf a motor continues to run when the run command has been removed,$Nit has failed to stop.$N****$N","OTL(BO1Doffer.Status.FailedToStop)","8"
RCOMMENT,"BO1Program","BO1Doffer","****$NGeneral Faulted Status$N****","OTE(BO1Doffer.Status.Faulted)","9"
RCOMMENT,"BO1Program","BO1Doffer","****$NReset Fault Latches$N****","OTU(BO1Doffer.Status.FailedToStop)","10"
RCOMMENT,"BO1Program","BO1DoorLocks","****$NThe permissive to lock is delayed by the timer.$N****","OTE(BO1DoorLocks.Internal.LockPermissive)","0"
RCOMMENT,"BO1Program","BO1DoorLocks","****$NThe permissive to unlock is delayed by the timer.$N****","OTE(BO1DoorLocks.Internal.UnlockPermissive)","1"
RCOMMENT,"BO1Program","BO1DoorLocks","****$NThe unlock command works if the permissive above is satisfied.$N****","OTE(BO1DoorLocks.Internal.IntermediateUnlock)","2"
RCOMMENT,"BO1Program","BO1DoorLocks","****$NStatus for the HMI$N****","OTE(BO1DoorLocks.Status.Locked)","3"
RCOMMENT,"BO1Program","BO1DoorLocks","****$NStatus for the HMI$N****","OTE(BO1DoorLocks.Status.Unlocked)","4"
RCOMMENT,"BO1Program","BO1DoorLocks","****$NFire the Outputs$N****","OTE(BO1TopAccessHatchReleaseSol)","5"
RCOMMENT,"BO1Program","BO1Dump","****$NPermissive to operate$N****","OTE(BO1Dump.Internal.Permissive)","0"
RCOMMENT,"BO1Program","BO1Dump","****$NSolenoid to Automatic Mode$N****","OTU(BO1Dump.Command.ToAuto)","1"
RCOMMENT,"BO1Program","BO1Dump","****$NSolenoid to Manua Mode$N****","OTU(BO1Dump.Command.ToManual)","2"
RCOMMENT,"BO1Program","BO1Dump","****$NIf the solenoid is not in either mode, put in manual mode.$N****","OTL(BO1Dump.Status.InManual)","3"
RCOMMENT,"BO1Program","BO1Dump","****$NManual Run Control$N****","OTE(BO1Dump.Internal.ManualOpen)","4"
RCOMMENT,"BO1Program","BO1Dump","****$NAutomatic mode controls.$N****","TOF(BO1Dump.Internal.DelayOpenTimer,?,?)","5"
RCOMMENT,"BO1Program","BO1Dump","****$NControl of the solenoid.$N****","OTE(BO1Dump.Status.Open)","6"
RCOMMENT,"BO1Program","BO1Dump","****$NOpen Status$N****","OTE(BO1Dump.Status.Closed)","7"
RCOMMENT,"BO1Program","BO1ExtendedApron","****$NPermissives to Operate Drive in Maint Mode$N****","OTE(BO1ExtendedApron.Internal.Permissive)","0"
RCOMMENT,"BO1Program","BO1ExtendedApron","****$NJog Command$N****","OTE(BO1ExtendedApron.Internal.IntermediateJog)","1"
RCOMMENT,"BO1Program","BO1ExtendedApron","****$NHold in the reverse command until the drive returns to stopped state.$N****","OTE(BO1ExtendedApron.Internal.DriveReverse)","2"
RCOMMENT,"BO1Program","BO1ExtendedApron","****$NIf the line is in maintenance mode, the drive may be started and stopped$Nindividually.$N****","OTE(BO1ExtendedApron.Internal.MaintModeRun)","3"
RCOMMENT,"BO1Program","BO1ExtendedApron","****$NAutomatic control.  The TON is dalay for start while the TOF is $Nthe delay for stop.$N****","OTE(BO1ExtendedApron.Internal.AutoModeRun)","4"
RCOMMENT,"BO1Program","BO1ExtendedApron","****$NWhen the drive is commanded to start, release the ramp.$N****","OTE(BO1ExtendedApron.Internal.ReleaseRamp)","5"
RCOMMENT,"BO1Program","BO1ExtendedApron","****$NThe commanded speed is based on the operating mode of the blend line.$N****","MOV(BO1ExtendedApron.Internal.DecelTime,BO1ExtendedApron.Internal.DecelTime)","6"
RCOMMENT,"BO1Program","BO1ExtendedApron","****$NThe drive ramp will ramp the drive speed reference.$NThe scale will scale the reference from engineering units to a raw value$Nfor the analog output.$N****","MOV(BO1ExtendedApron.Internal.SpeedReference.ScaledOutput,BO1ExtendedApron:O.FreqCommand)","7"
RCOMMENT,"BO1Program","BO1ExtendedApron","****$NWhen the ramp is outputting a signal that is greater than 0, start the drive.$NAll the interlocking is done above the ramp.$N****","OTE(BO1ExtendedApron:O.Start)","8"
RCOMMENT,"BO1Program","BO1ExtendedApron","****$NIf the drive is not being told to start, it should be told to stop.$N****","OTE(BO1ExtendedApron:O.Stop)","9"
RCOMMENT,"BO1Program","BO1ExtendedApron","****$NThe reverse command is set above.$N****","OTE(BO1ExtendedApron:O.Reverse)","10"
RCOMMENT,"BO1Program","BO1ExtendedApron","****$NIf the drive is not being told to reverse, it should be told to go forward.$N****","OTE(BO1ExtendedApron:O.Forward)","11"
RCOMMENT,"BO1Program","BO1ExtendedApron","****$NScale the raw signal coming from the drive$Nto engineering units for display on the HMI.$N****","MOV(BO1ExtendedApron.Internal.ActualSpeedScaler.ScaledOutput,BO1ExtendedApron.Status.ActualSpeed)","12"
RCOMMENT,"BO1Program","BO1ExtendedApron","****$NScale the raw signal coming from the drive$Nto engineering units for display on the HMI.$N****","MOV(BO1ExtendedApron.Internal.LoadScaler.ScaledOutput,BO1ExtendedApron.Status.MotorLoad)","13"
RCOMMENT,"BO1Program","BO1ExtendedApron","****$NDrive Running Status$N****","OTE(BO1ExtendedApron.Status.Running)","14"
RCOMMENT,"BO1Program","BO1ExtendedApron","****$NJogging Forward Status$N****","OTE(BO1ExtendedApron.Status.JoggingFwd)","15"
RCOMMENT,"BO1Program","BO1ExtendedApron","****$NJogging Reverse Status$N****","OTE(BO1ExtendedApron.Status.JoggingRev)","16"
RCOMMENT,"BO1Program","BO1ExtendedApron","****$NIf the drive is being told to run but does not after a certain time$Nit has failed to start.$N****","OTL(BO1ExtendedApron.Status.FailedToStart)","17"
RCOMMENT,"BO1Program","BO1ExtendedApron","****$NIf the drive runs when it is not being told to, it has failed to stop.$N****","OTL(BO1ExtendedApron.Status.FailedToStop)","18"
RCOMMENT,"BO1Program","BO1ExtendedApron","****$NDrive Faulted Status$NThe faulted status is in the permissive and will stop the drive.$N****","OTL(BO1ExtendedApron.Status.Faulted)","19"
RCOMMENT,"BO1Program","BO1ExtendedApron","****$NUnlatch the Drive Faulted Status$N****","OTU(BO1ExtendedApron.Status.FailedToStop)","20"
RCOMMENT,"BO1Program","BO1LiftApron","****$NPermissives to Operate Drive in Maint Mode$N****","OTE(BO1LiftApron.Internal.Permissive)","0"
RCOMMENT,"BO1Program","BO1LiftApron","****$NJog Command$N****","OTE(BO1LiftApron.Internal.IntermediateJog)","1"
RCOMMENT,"BO1Program","BO1LiftApron","****$NHold in the reverse command until the drive returns to stopped state.$N****","OTE(BO1LiftApron.Internal.DriveReverse)","2"
RCOMMENT,"BO1Program","BO1LiftApron","****$NIf the line is in maintenance mode, the drive may be started and stopped$Nindividually.$N****","OTE(BO1LiftApron.Internal.MaintModeRun)","3"
RCOMMENT,"BO1Program","BO1LiftApron","****$NThis timer makes sure the doffer is running and up to speed$Nbefore the lfit apron starts.$N****","TON(BO1.Internal.DofferRunningTimer,?,?)","4"
RCOMMENT,"BO1Program","BO1LiftApron","****$NWhen the drive is commanded to start, release the ramp.$N****","OTE(BO1LiftApron.Internal.ReleaseRamp)","5"
RCOMMENT,"BO1Program","BO1LiftApron","****$NThe commanded speed is based on the operating mode of the blend line.$N****","MOV(BO1LiftApron.Internal.DecelTime,BO1LiftApron.Internal.DecelTime)","6"
RCOMMENT,"BO1Program","BO1LiftApron","****$NThe drive ramp will ramp the drive speed reference.$NThe scale will scale the reference from engineering units to a raw value$Nfor the analog output.$N****","MOV(BO1LiftApron.Internal.SpeedReference.ScaledOutput,BO1LiftApron:O.FreqCommand)","7"
RCOMMENT,"BO1Program","BO1LiftApron","****$NWhen the ramp is outputting a signal that is greater than 0, start the drive.$NAll the interlocking is done above the ramp.$N****","OTE(BO1LiftApron:O.Start)","8"
RCOMMENT,"BO1Program","BO1LiftApron","****$NIf the drive is not being told to start, it should be told to stop.$N****","OTE(BO1LiftApron:O.Stop)","9"
RCOMMENT,"BO1Program","BO1LiftApron","****$NThe reverse command is set above.$N****","OTE(BO1LiftApron:O.Reverse)","10"
RCOMMENT,"BO1Program","BO1LiftApron","****$NIf the drive is not being told to reverse, it should be told to go forward.$N****","OTE(BO1LiftApron:O.Forward)","11"
RCOMMENT,"BO1Program","BO1LiftApron","****$NScale the raw signal coming from the drive$Nto engineering units for display on the HMI.$N****","MOV(BO1LiftApron.Internal.ActualSpeedScaler.ScaledOutput,BO1LiftApron.Status.ActualSpeed)","12"
RCOMMENT,"BO1Program","BO1LiftApron","****$NScale the raw signal coming from the drive$Nto engineering units for display on the HMI.$N****","MOV(BO1LiftApron.Internal.LoadScaler.ScaledOutput,BO1LiftApron.Status.MotorLoad)","13"
RCOMMENT,"BO1Program","BO1LiftApron","****$NDrive Running Status$N****","OTE(BO1LiftApron.Status.Running)","14"
RCOMMENT,"BO1Program","BO1LiftApron","****$NJogging Forward Status$N****","OTE(BO1LiftApron.Status.JoggingFwd)","15"
RCOMMENT,"BO1Program","BO1LiftApron","****$NJogging Reverse Status$N****","OTE(BO1LiftApron.Status.JoggingRev)","16"
RCOMMENT,"BO1Program","BO1LiftApron","****$NIf the drive is being told to run but does not after a certain time$Nit has failed to start.$N****","OTL(BO1LiftApron.Status.FailedToStart)","17"
RCOMMENT,"BO1Program","BO1LiftApron","****$NIf the drive runs when it is not being told to, it has failed to stop.$N****","OTL(BO1LiftApron.Status.FailedToStop)","18"
RCOMMENT,"BO1Program","BO1LiftApron","****$NDrive Faulted Status$NThe faulted status is in the permissive and will stop the drive.$N****","OTL(BO1LiftApron.Status.Faulted)","19"
